,mean,std
p_mean,3.2573219113620806,1.278425426609644
pet_mean,2.6862141675222437,0.44658816285027597
aridity,0.953678489762164,0.4284992178472427
p_seasonality,0.018186814046139175,0.48594820804508193
frac_snow,0.18107932523563114,0.1951636182767089
high_prec_freq,21.0859375,4.183304650921249
high_prec_dur,1.2978542259349184,0.15667930400684543
low_prec_freq,253.0265625,32.33089749703385
low_prec_dur,5.351504919571557,1.8890693529012548
elev_mean,706.4271875,776.6771283185344
slope_mean,42.859335,46.57141670972131
area_gages2,439.78656250000006,393.81122036808756
frac_forest,0.6204812500000001,0.3896412298823028
lai_max,3.346675356550341,1.5717354586780214
lai_diff,2.6497241220383305,1.4317850109643901
gvf_max,0.7425998905115603,0.15072906918236734
gvf_diff,0.3532258324487486,0.13454274551245893
soil_depth_pelletier,9.006520012197264,14.900635130042959
soil_depth_statsgo,1.2969907849670994,0.24157083799245382
soil_porosity,0.44244853992232036,0.01858646889158086
soil_conductivity,1.4911810920291657,0.8245967235847024
max_water_content,0.5175261552911891,0.12595472807329242
sand_frac,34.71464473153017,14.327053588041014
silt_frac,34.38176435282702,11.815240048527574
clay_frac,20.522237128541974,9.27716056892985
carbonate_rocks_frac,0.10480570638407355,0.2446151873899585
geol_porostiy,0.12538064516129033,0.07140107715531052
