,mean,std
p_mean,3.1650960985626284,1.320580491810238
pet_mean,2.9387912297513106,0.5802048400136413
aridity,1.155687749651146,0.6891093492805029
p_seasonality,-0.031779344950828736,0.5238608632881837
frac_snow,0.20780769380549166,0.24785957350926102
high_prec_freq,20.606666666666666,4.574907825213028
high_prec_dur,1.3708763293949635,0.16368757857338115
low_prec_freq,257.37166666666667,36.371895372505755
low_prec_dur,6.711663338116844,4.740161073931365
elev_mean,1014.8453333333335,1093.2567072197266
slope_mean,63.73189366666667,61.92843108407414
area_gages2,419.3279999999999,368.70729882883415
frac_forest,0.5888966666666666,0.3377204653957566
lai_max,2.4521270439167466,1.3483645882229545
lai_diff,1.716344324248166,1.1927897604659057
gvf_max,0.6429291196317857,0.17628675437058913
gvf_diff,0.25466968313973914,0.1453830682119954
soil_depth_pelletier,10.93969862362792,17.596062029719516
soil_depth_statsgo,1.2965739341081766,0.28273844500949974
soil_porosity,0.43725244351612924,0.022617763993469195
soil_conductivity,2.1628506800332468,2.2143440998327013
max_water_content,0.5213300017936956,0.16480537768122983
sand_frac,38.25191977532259,21.10417551870142
silt_frac,30.935802589026043,15.92417722631617
clay_frac,18.90728376539219,10.274970266175167
carbonate_rocks_frac,0.1365271720337865,0.31795699753551254
geol_porostiy,0.11814333333333332,0.0732506452052711
