,mean,std
p_mean,2.9012414869952097,0.6998838039608057
pet_mean,2.7680711451916498,0.4502801162921067
aridity,1.0169772599082612,0.3255724704449478
p_seasonality,-0.2818688373766429,0.7521520724068143
frac_snow,0.24989526261977058,0.29530273212240665
high_prec_freq,23.5234375,2.404866852158951
high_prec_dur,1.4623348980267596,0.27075691201857327
low_prec_freq,272.4265625,24.631208843512777
low_prec_dur,7.39848492910288,3.1614189878211185
elev_mean,850.436875,855.9293601898937
slope_mean,51.02339875,48.91481607555426
area_gages2,403.38687500000003,319.3404482774589
frac_forest,0.608321875,0.3609569054202517
lai_max,2.5830487101693906,1.4301959251832128
lai_diff,1.7632724302376406,1.1823980796369882
gvf_max,0.6643746285167776,0.17889867992107633
gvf_diff,0.2782761366720191,0.1669980936889387
soil_depth_pelletier,8.092693350974534,14.879802424066511
soil_depth_statsgo,1.2318026015993968,0.29222954348218827
soil_porosity,0.4420784134498656,0.022423802818923984
soil_conductivity,1.5924594315583829,1.1519569967314436
max_water_content,0.4967161623302462,0.1561784797497975
sand_frac,34.15272182494146,18.025472282913828
silt_frac,31.61232236991709,12.63813540592466
clay_frac,21.100512830772324,10.645687919975
carbonate_rocks_frac,0.20810302517001728,0.3418489838601598
geol_porostiy,0.09594375,0.05951364136115784
